"","LTER_site","local_site","location","project_site","shore","date","taxa","count"
"255","NWT","GL4","WATERFALL","GL4_waterfall_high","NaN",2018-08-23,"Trichoptera_leptoceridae",0
"256","NWT","GL4","WATERFALL","GL4_waterfall_low","NaN",2018-08-23,"Trichoptera_leptoceridae",0
"257","NWT","GL1","LAKE","GL1_1E","EAST",2018-06-28,"Diptera_chironomidae",4
"258","NWT","GL1","LAKE","GL1_2E","EAST",2018-06-28,"Diptera_chironomidae",5
"259","NWT","GL1","LAKE","GL1_3E","EAST",2018-06-28,"Diptera_chironomidae",2
"260","NWT","GL1","LAKE","GL1_4E","EAST",2018-06-28,"Diptera_chironomidae",0
"261","NWT","GL1","LAKE","GL1_5W","WEST",2018-06-28,"Diptera_chironomidae",1
"262","NWT","GL1","LAKE","GL1_6W","WEST",2018-06-28,"Diptera_chironomidae",1
"263","NWT","GL1","LAKE","GL1_7W","WEST",2018-06-28,"Diptera_chironomidae",7
"264","NWT","GL4","LAKE","GL4_1E","EAST",2018-07-03,"Diptera_chironomidae",0
"265","NWT","GL4","LAKE","GL4_2E","EAST",2018-07-03,"Diptera_chironomidae",0
"266","NWT","GL4","INLET","GL4_3IN","NaN",2018-07-03,"Diptera_chironomidae",3
"267","NWT","GL4","LAKE","GL4_4W","WEST",2018-07-03,"Diptera_chironomidae",0
"268","NWT","GL4","LAKE","GL4_5W","WEST",2018-07-03,"Diptera_chironomidae",0
"269","NWT","GL4","OUTLET","GL4_6OUT","NaN",2018-07-03,"Diptera_chironomidae",0
"270","NWT","ALB","LAKE","ALB_1W","WEST",2018-07-05,"Diptera_chironomidae",1
"271","NWT","ALB","LAKE","ALB_2W","WEST",2018-07-05,"Diptera_chironomidae",0
"272","NWT","ALB","LAKE","ALB_3E","EAST",2018-07-05,"Diptera_chironomidae",0
"273","NWT","ALB","LAKE","ALB_4E","EAST",2018-07-05,"Diptera_chironomidae",0
"274","NWT","ALB","INLET","ALB_5IN","NaN",2018-07-05,"Diptera_chironomidae",4
"275","NWT","GL1","LAKE","GL1_2E","EAST",2018-07-12,"Diptera_chironomidae",47
"276","NWT","GL1","LAKE","GL1_3E","EAST",2018-07-12,"Diptera_chironomidae",21
"277","NWT","GL1","LAKE","GL1_5W","WEST",2018-07-12,"Diptera_chironomidae",28
"278","NWT","GL1","LAKE","GL1_7W","WEST",2018-07-12,"Diptera_chironomidae",0
"279","NWT","GL4","LAKE","GL4_1E","EAST",2018-07-17,"Diptera_chironomidae",1
"280","NWT","GL4","LAKE","GL4_2E","EAST",2018-07-17,"Diptera_chironomidae",0
"281","NWT","GL4","INLET","GL4_3IN","NaN",2018-07-17,"Diptera_chironomidae",3
"282","NWT","GL4","LAKE","GL4_4W","WEST",2018-07-17,"Diptera_chironomidae",0
"283","NWT","GL4","LAKE","GL4_5W","WEST",2018-07-17,"Diptera_chironomidae",0
"284","NWT","GL4","OUTLET","GL4_6OUT","NaN",2018-07-17,"Diptera_chironomidae",0
"285","NWT","ALB","LAKE","ALB_1W","WEST",2018-07-19,"Diptera_chironomidae",21
"286","NWT","ALB","LAKE","ALB_2W","WEST",2018-07-19,"Diptera_chironomidae",10
"287","NWT","ALB","LAKE","ALB_3E","EAST",2018-07-19,"Diptera_chironomidae",10
"288","NWT","ALB","LAKE","ALB_4E","EAST",2018-07-19,"Diptera_chironomidae",11
"289","NWT","ALB","INLET","ALB_5IN","NaN",2018-07-19,"Diptera_chironomidae",34
"290","NWT","GL5","LAKE","GL5_1W","WEST",2018-07-31,"Diptera_chironomidae",5
"291","NWT","GL5","LAKE","GL5_2E","EAST",2018-07-31,"Diptera_chironomidae",95
"292","NWT","GL5","INLET","GL5_3IN","NaN",2018-07-31,"Diptera_chironomidae",242
"293","NWT","GL5","OUTLET","GL5_4OUT","NaN",2018-07-31,"Diptera_chironomidae",14
"294","NWT","ALB","LAKE","ALB_1W","WEST",2018-08-02,"Diptera_chironomidae",62
"295","NWT","ALB","LAKE","ALB_2W","WEST",2018-08-02,"Diptera_chironomidae",97
"296","NWT","ALB","LAKE","ALB_3E","EAST",2018-08-02,"Diptera_chironomidae",31
"297","NWT","ALB","LAKE","ALB_4E","EAST",2018-08-02,"Diptera_chironomidae",115
"298","NWT","ALB","INLET","ALB_5IN","NaN",2018-08-02,"Diptera_chironomidae",251
"299","NWT","GL4","LAKE","GL4_1E","EAST",2018-08-07,"Diptera_chironomidae",1
"300","NWT","GL4","LAKE","GL4_2E","EAST",2018-08-07,"Diptera_chironomidae",0
"301","NWT","GL4","INLET","GL4_3IN","NaN",2018-08-07,"Diptera_chironomidae",81
"302","NWT","GL4","LAKE","GL4_4W","WEST",2018-08-07,"Diptera_chironomidae",0
"303","NWT","GL4","LAKE","GL4_5W","WEST",2018-08-07,"Diptera_chironomidae",0
"304","NWT","GL4","OUTLET","GL4_6OUT","NaN",2018-08-07,"Diptera_chironomidae",11
"305","NWT","GL1","LAKE","GL1_2E","EAST",2018-08-09,"Diptera_chironomidae",60
"306","NWT","GL1","LAKE","GL1_3E","EAST",2018-08-09,"Diptera_chironomidae",33
"307","NWT","GL1","LAKE","GL1_5W","WEST",2018-08-09,"Diptera_chironomidae",42
"308","NWT","GL1","LAKE","GL1_7W","WEST",2018-08-09,"Diptera_chironomidae",62
"309","NWT","GL4","WATERFALL","GL4_waterfall_high","NaN",2018-08-07,"Diptera_chironomidae",225
"310","NWT","GL4","WATERFALL","GL4_waterfall_low","NaN",2018-08-07,"Diptera_chironomidae",104
"311","NWT","ALB_creek","CREEK","ALB_creek_aboveroad","NaN",2018-08-09,"Diptera_chironomidae",273
"312","NWT","ALB_creek","CREEK","ALB_creek_aboveroad","NaN",2018-08-09,"Diptera_chironomidae",127
"313","NWT","GL4","LAKE","GL4_1E","EAST",2018-08-21,"Diptera_chironomidae",0
"314","NWT","GL4","INLET","GL4_3IN","NaN",2018-08-21,"Diptera_chironomidae",41
"315","NWT","GL4","LAKE","GL4_5W","WEST",2018-08-21,"Diptera_chironomidae",0
"316","NWT","GL4","OUTLET","GL4_6OUT","NaN",2018-08-21,"Diptera_chironomidae",14
"317","NWT","GL4","LAKE","GL4_2E","EAST",2018-08-23,"Diptera_chironomidae",0
"318","NWT","GL4","LAKE","GL4_4W","WEST",2018-08-23,"Diptera_chironomidae",3
"319","NWT","GL4","WATERFALL","GL4_waterfall_high","NaN",2018-08-23,"Diptera_chironomidae",123
"320","NWT","GL4","WATERFALL","GL4_waterfall_low","NaN",2018-08-23,"Diptera_chironomidae",235
"321","NWT","GL1","LAKE","GL1_1E","EAST",2018-06-28,"Diptera_simuliidae",0
"322","NWT","GL1","LAKE","GL1_2E","EAST",2018-06-28,"Diptera_simuliidae",0
"323","NWT","GL1","LAKE","GL1_3E","EAST",2018-06-28,"Diptera_simuliidae",0
"324","NWT","GL1","LAKE","GL1_4E","EAST",2018-06-28,"Diptera_simuliidae",0
"325","NWT","GL1","LAKE","GL1_5W","WEST",2018-06-28,"Diptera_simuliidae",0
"326","NWT","GL1","LAKE","GL1_6W","WEST",2018-06-28,"Diptera_simuliidae",0
"327","NWT","GL1","LAKE","GL1_7W","WEST",2018-06-28,"Diptera_simuliidae",0
"328","NWT","GL4","LAKE","GL4_1E","EAST",2018-07-03,"Diptera_simuliidae",0
"329","NWT","GL4","LAKE","GL4_2E","EAST",2018-07-03,"Diptera_simuliidae",0
"330","NWT","GL4","INLET","GL4_3IN","NaN",2018-07-03,"Diptera_simuliidae",0
"331","NWT","GL4","LAKE","GL4_4W","WEST",2018-07-03,"Diptera_simuliidae",0
"332","NWT","GL4","LAKE","GL4_5W","WEST",2018-07-03,"Diptera_simuliidae",0
"333","NWT","GL4","OUTLET","GL4_6OUT","NaN",2018-07-03,"Diptera_simuliidae",0
"334","NWT","ALB","LAKE","ALB_1W","WEST",2018-07-05,"Diptera_simuliidae",0
"335","NWT","ALB","LAKE","ALB_2W","WEST",2018-07-05,"Diptera_simuliidae",0
"336","NWT","ALB","LAKE","ALB_3E","EAST",2018-07-05,"Diptera_simuliidae",0
"337","NWT","ALB","LAKE","ALB_4E","EAST",2018-07-05,"Diptera_simuliidae",0
"338","NWT","ALB","INLET","ALB_5IN","NaN",2018-07-05,"Diptera_simuliidae",0
"339","NWT","GL1","LAKE","GL1_2E","EAST",2018-07-12,"Diptera_simuliidae",0
"340","NWT","GL1","LAKE","GL1_3E","EAST",2018-07-12,"Diptera_simuliidae",0
"341","NWT","GL1","LAKE","GL1_5W","WEST",2018-07-12,"Diptera_simuliidae",0
"342","NWT","GL1","LAKE","GL1_7W","WEST",2018-07-12,"Diptera_simuliidae",0
"343","NWT","GL4","LAKE","GL4_1E","EAST",2018-07-17,"Diptera_simuliidae",0
"344","NWT","GL4","LAKE","GL4_2E","EAST",2018-07-17,"Diptera_simuliidae",0
"345","NWT","GL4","INLET","GL4_3IN","NaN",2018-07-17,"Diptera_simuliidae",52
"346","NWT","GL4","LAKE","GL4_4W","WEST",2018-07-17,"Diptera_simuliidae",0
"347","NWT","GL4","LAKE","GL4_5W","WEST",2018-07-17,"Diptera_simuliidae",0
"348","NWT","GL4","OUTLET","GL4_6OUT","NaN",2018-07-17,"Diptera_simuliidae",0
"349","NWT","ALB","LAKE","ALB_1W","WEST",2018-07-19,"Diptera_simuliidae",0
"350","NWT","ALB","LAKE","ALB_2W","WEST",2018-07-19,"Diptera_simuliidae",0
"351","NWT","ALB","LAKE","ALB_3E","EAST",2018-07-19,"Diptera_simuliidae",0
"352","NWT","ALB","LAKE","ALB_4E","EAST",2018-07-19,"Diptera_simuliidae",0
"353","NWT","ALB","INLET","ALB_5IN","NaN",2018-07-19,"Diptera_simuliidae",0
"354","NWT","GL5","LAKE","GL5_1W","WEST",2018-07-31,"Diptera_simuliidae",0
"355","NWT","GL5","LAKE","GL5_2E","EAST",2018-07-31,"Diptera_simuliidae",0
"356","NWT","GL5","INLET","GL5_3IN","NaN",2018-07-31,"Diptera_simuliidae",0
"357","NWT","GL5","OUTLET","GL5_4OUT","NaN",2018-07-31,"Diptera_simuliidae",0
"358","NWT","ALB","LAKE","ALB_1W","WEST",2018-08-02,"Diptera_simuliidae",0
"359","NWT","ALB","LAKE","ALB_2W","WEST",2018-08-02,"Diptera_simuliidae",0
"360","NWT","ALB","LAKE","ALB_3E","EAST",2018-08-02,"Diptera_simuliidae",0
"361","NWT","ALB","LAKE","ALB_4E","EAST",2018-08-02,"Diptera_simuliidae",0
"362","NWT","ALB","INLET","ALB_5IN","NaN",2018-08-02,"Diptera_simuliidae",0
"363","NWT","GL4","LAKE","GL4_1E","EAST",2018-08-07,"Diptera_simuliidae",0
"364","NWT","GL4","LAKE","GL4_2E","EAST",2018-08-07,"Diptera_simuliidae",0
"365","NWT","GL4","INLET","GL4_3IN","NaN",2018-08-07,"Diptera_simuliidae",0
"366","NWT","GL4","LAKE","GL4_4W","WEST",2018-08-07,"Diptera_simuliidae",0
"367","NWT","GL4","LAKE","GL4_5W","WEST",2018-08-07,"Diptera_simuliidae",0
"368","NWT","GL4","OUTLET","GL4_6OUT","NaN",2018-08-07,"Diptera_simuliidae",0
"369","NWT","GL1","LAKE","GL1_2E","EAST",2018-08-09,"Diptera_simuliidae",0
"370","NWT","GL1","LAKE","GL1_3E","EAST",2018-08-09,"Diptera_simuliidae",0
"371","NWT","GL1","LAKE","GL1_5W","WEST",2018-08-09,"Diptera_simuliidae",0
"372","NWT","GL1","LAKE","GL1_7W","WEST",2018-08-09,"Diptera_simuliidae",0
"373","NWT","GL4","WATERFALL","GL4_waterfall_high","NaN",2018-08-07,"Diptera_simuliidae",0
"374","NWT","GL4","WATERFALL","GL4_waterfall_low","NaN",2018-08-07,"Diptera_simuliidae",0
"375","NWT","ALB_creek","CREEK","ALB_creek_aboveroad","NaN",2018-08-09,"Diptera_simuliidae",0
"376","NWT","ALB_creek","CREEK","ALB_creek_aboveroad","NaN",2018-08-09,"Diptera_simuliidae",1
"377","NWT","GL4","LAKE","GL4_1E","EAST",2018-08-21,"Diptera_simuliidae",0
"378","NWT","GL4","INLET","GL4_3IN","NaN",2018-08-21,"Diptera_simuliidae",0
"379","NWT","GL4","LAKE","GL4_5W","WEST",2018-08-21,"Diptera_simuliidae",0
"380","NWT","GL4","OUTLET","GL4_6OUT","NaN",2018-08-21,"Diptera_simuliidae",0
"381","NWT","GL4","LAKE","GL4_2E","EAST",2018-08-23,"Diptera_simuliidae",0
"382","NWT","GL4","LAKE","GL4_4W","WEST",2018-08-23,"Diptera_simuliidae",0
"383","NWT","GL4","WATERFALL","GL4_waterfall_high","NaN",2018-08-23,"Diptera_simuliidae",0
"384","NWT","GL4","WATERFALL","GL4_waterfall_low","NaN",2018-08-23,"Diptera_simuliidae",0
"385","NWT","GL1","LAKE","GL1_1E","EAST",2018-06-28,"Amphipoda_gammaridae",0
"386","NWT","GL1","LAKE","GL1_2E","EAST",2018-06-28,"Amphipoda_gammaridae",1
"387","NWT","GL1","LAKE","GL1_3E","EAST",2018-06-28,"Amphipoda_gammaridae",0
"388","NWT","GL1","LAKE","GL1_4E","EAST",2018-06-28,"Amphipoda_gammaridae",0
"389","NWT","GL1","LAKE","GL1_5W","WEST",2018-06-28,"Amphipoda_gammaridae",1
"390","NWT","GL1","LAKE","GL1_6W","WEST",2018-06-28,"Amphipoda_gammaridae",0
"391","NWT","GL1","LAKE","GL1_7W","WEST",2018-06-28,"Amphipoda_gammaridae",0
"392","NWT","GL4","LAKE","GL4_1E","EAST",2018-07-03,"Amphipoda_gammaridae",0
"393","NWT","GL4","LAKE","GL4_2E","EAST",2018-07-03,"Amphipoda_gammaridae",0
"394","NWT","GL4","INLET","GL4_3IN","NaN",2018-07-03,"Amphipoda_gammaridae",0
"395","NWT","GL4","LAKE","GL4_4W","WEST",2018-07-03,"Amphipoda_gammaridae",0
"396","NWT","GL4","LAKE","GL4_5W","WEST",2018-07-03,"Amphipoda_gammaridae",0
"397","NWT","GL4","OUTLET","GL4_6OUT","NaN",2018-07-03,"Amphipoda_gammaridae",0
"398","NWT","ALB","LAKE","ALB_1W","WEST",2018-07-05,"Amphipoda_gammaridae",0
"399","NWT","ALB","LAKE","ALB_2W","WEST",2018-07-05,"Amphipoda_gammaridae",0
"400","NWT","ALB","LAKE","ALB_3E","EAST",2018-07-05,"Amphipoda_gammaridae",0
"401","NWT","ALB","LAKE","ALB_4E","EAST",2018-07-05,"Amphipoda_gammaridae",0
"402","NWT","ALB","INLET","ALB_5IN","NaN",2018-07-05,"Amphipoda_gammaridae",0
"403","NWT","GL1","LAKE","GL1_2E","EAST",2018-07-12,"Amphipoda_gammaridae",0
"404","NWT","GL1","LAKE","GL1_3E","EAST",2018-07-12,"Amphipoda_gammaridae",0
"405","NWT","GL1","LAKE","GL1_5W","WEST",2018-07-12,"Amphipoda_gammaridae",1
"406","NWT","GL1","LAKE","GL1_7W","WEST",2018-07-12,"Amphipoda_gammaridae",0
"407","NWT","GL4","LAKE","GL4_1E","EAST",2018-07-17,"Amphipoda_gammaridae",0
"408","NWT","GL4","LAKE","GL4_2E","EAST",2018-07-17,"Amphipoda_gammaridae",0
"409","NWT","GL4","INLET","GL4_3IN","NaN",2018-07-17,"Amphipoda_gammaridae",0
"410","NWT","GL4","LAKE","GL4_4W","WEST",2018-07-17,"Amphipoda_gammaridae",0
"411","NWT","GL4","LAKE","GL4_5W","WEST",2018-07-17,"Amphipoda_gammaridae",0
"412","NWT","GL4","OUTLET","GL4_6OUT","NaN",2018-07-17,"Amphipoda_gammaridae",0
"413","NWT","ALB","LAKE","ALB_1W","WEST",2018-07-19,"Amphipoda_gammaridae",0
"414","NWT","ALB","LAKE","ALB_2W","WEST",2018-07-19,"Amphipoda_gammaridae",0
"415","NWT","ALB","LAKE","ALB_3E","EAST",2018-07-19,"Amphipoda_gammaridae",0
"416","NWT","ALB","LAKE","ALB_4E","EAST",2018-07-19,"Amphipoda_gammaridae",0
"417","NWT","ALB","INLET","ALB_5IN","NaN",2018-07-19,"Amphipoda_gammaridae",0
"418","NWT","GL5","LAKE","GL5_1W","WEST",2018-07-31,"Amphipoda_gammaridae",0
"419","NWT","GL5","LAKE","GL5_2E","EAST",2018-07-31,"Amphipoda_gammaridae",0
"420","NWT","GL5","INLET","GL5_3IN","NaN",2018-07-31,"Amphipoda_gammaridae",0
"421","NWT","GL5","OUTLET","GL5_4OUT","NaN",2018-07-31,"Amphipoda_gammaridae",0
"422","NWT","ALB","LAKE","ALB_1W","WEST",2018-08-02,"Amphipoda_gammaridae",0
"423","NWT","ALB","LAKE","ALB_2W","WEST",2018-08-02,"Amphipoda_gammaridae",0
"424","NWT","ALB","LAKE","ALB_3E","EAST",2018-08-02,"Amphipoda_gammaridae",0
"425","NWT","ALB","LAKE","ALB_4E","EAST",2018-08-02,"Amphipoda_gammaridae",0
"426","NWT","ALB","INLET","ALB_5IN","NaN",2018-08-02,"Amphipoda_gammaridae",0
"427","NWT","GL4","LAKE","GL4_1E","EAST",2018-08-07,"Amphipoda_gammaridae",0
"428","NWT","GL4","LAKE","GL4_2E","EAST",2018-08-07,"Amphipoda_gammaridae",0
"429","NWT","GL4","INLET","GL4_3IN","NaN",2018-08-07,"Amphipoda_gammaridae",0
"430","NWT","GL4","LAKE","GL4_4W","WEST",2018-08-07,"Amphipoda_gammaridae",0
"431","NWT","GL4","LAKE","GL4_5W","WEST",2018-08-07,"Amphipoda_gammaridae",0
"432","NWT","GL4","OUTLET","GL4_6OUT","NaN",2018-08-07,"Amphipoda_gammaridae",0
"433","NWT","GL1","LAKE","GL1_2E","EAST",2018-08-09,"Amphipoda_gammaridae",1
"434","NWT","GL1","LAKE","GL1_3E","EAST",2018-08-09,"Amphipoda_gammaridae",0
"435","NWT","GL1","LAKE","GL1_5W","WEST",2018-08-09,"Amphipoda_gammaridae",0
"436","NWT","GL1","LAKE","GL1_7W","WEST",2018-08-09,"Amphipoda_gammaridae",0
"437","NWT","GL4","WATERFALL","GL4_waterfall_high","NaN",2018-08-07,"Amphipoda_gammaridae",0
"438","NWT","GL4","WATERFALL","GL4_waterfall_low","NaN",2018-08-07,"Amphipoda_gammaridae",0
"439","NWT","ALB_creek","CREEK","ALB_creek_aboveroad","NaN",2018-08-09,"Amphipoda_gammaridae",0
"440","NWT","ALB_creek","CREEK","ALB_creek_aboveroad","NaN",2018-08-09,"Amphipoda_gammaridae",0
"441","NWT","GL4","LAKE","GL4_1E","EAST",2018-08-21,"Amphipoda_gammaridae",0
"442","NWT","GL4","INLET","GL4_3IN","NaN",2018-08-21,"Amphipoda_gammaridae",0
"443","NWT","GL4","LAKE","GL4_5W","WEST",2018-08-21,"Amphipoda_gammaridae",0
"444","NWT","GL4","OUTLET","GL4_6OUT","NaN",2018-08-21,"Amphipoda_gammaridae",0
"445","NWT","GL4","LAKE","GL4_2E","EAST",2018-08-23,"Amphipoda_gammaridae",0
"446","NWT","GL4","LAKE","GL4_4W","WEST",2018-08-23,"Amphipoda_gammaridae",0
"447","NWT","GL4","WATERFALL","GL4_waterfall_high","NaN",2018-08-23,"Amphipoda_gammaridae",0
"448","NWT","GL4","WATERFALL","GL4_waterfall_low","NaN",2018-08-23,"Amphipoda_gammaridae",0
"449","NWT","GL1","LAKE","GL1_1E","EAST",2018-06-28,"Ephemeroptera_baetidae_",0
"450","NWT","GL1","LAKE","GL1_2E","EAST",2018-06-28,"Ephemeroptera_baetidae_",0
"451","NWT","GL1","LAKE","GL1_3E","EAST",2018-06-28,"Ephemeroptera_baetidae_",0
"452","NWT","GL1","LAKE","GL1_4E","EAST",2018-06-28,"Ephemeroptera_baetidae_",0
"453","NWT","GL1","LAKE","GL1_5W","WEST",2018-06-28,"Ephemeroptera_baetidae_",0
"454","NWT","GL1","LAKE","GL1_6W","WEST",2018-06-28,"Ephemeroptera_baetidae_",0
"455","NWT","GL1","LAKE","GL1_7W","WEST",2018-06-28,"Ephemeroptera_baetidae_",0
"456","NWT","GL4","LAKE","GL4_1E","EAST",2018-07-03,"Ephemeroptera_baetidae_",0
"457","NWT","GL4","LAKE","GL4_2E","EAST",2018-07-03,"Ephemeroptera_baetidae_",0
"458","NWT","GL4","INLET","GL4_3IN","NaN",2018-07-03,"Ephemeroptera_baetidae_",0
"459","NWT","GL4","LAKE","GL4_4W","WEST",2018-07-03,"Ephemeroptera_baetidae_",0
"460","NWT","GL4","LAKE","GL4_5W","WEST",2018-07-03,"Ephemeroptera_baetidae_",0
"461","NWT","GL4","OUTLET","GL4_6OUT","NaN",2018-07-03,"Ephemeroptera_baetidae_",50
"462","NWT","ALB","LAKE","ALB_1W","WEST",2018-07-05,"Ephemeroptera_baetidae_",0
"463","NWT","ALB","LAKE","ALB_2W","WEST",2018-07-05,"Ephemeroptera_baetidae_",0
"464","NWT","ALB","LAKE","ALB_3E","EAST",2018-07-05,"Ephemeroptera_baetidae_",0
"465","NWT","ALB","LAKE","ALB_4E","EAST",2018-07-05,"Ephemeroptera_baetidae_",0
"466","NWT","ALB","INLET","ALB_5IN","NaN",2018-07-05,"Ephemeroptera_baetidae_",11
"467","NWT","GL1","LAKE","GL1_2E","EAST",2018-07-12,"Ephemeroptera_baetidae_",0
"468","NWT","GL1","LAKE","GL1_3E","EAST",2018-07-12,"Ephemeroptera_baetidae_",0
"469","NWT","GL1","LAKE","GL1_5W","WEST",2018-07-12,"Ephemeroptera_baetidae_",0
"470","NWT","GL1","LAKE","GL1_7W","WEST",2018-07-12,"Ephemeroptera_baetidae_",0
"471","NWT","GL4","LAKE","GL4_1E","EAST",2018-07-17,"Ephemeroptera_baetidae_",0
"472","NWT","GL4","LAKE","GL4_2E","EAST",2018-07-17,"Ephemeroptera_baetidae_",0
"473","NWT","GL4","INLET","GL4_3IN","NaN",2018-07-17,"Ephemeroptera_baetidae_",4
"474","NWT","GL4","LAKE","GL4_4W","WEST",2018-07-17,"Ephemeroptera_baetidae_",0
"475","NWT","GL4","LAKE","GL4_5W","WEST",2018-07-17,"Ephemeroptera_baetidae_",0
"476","NWT","GL4","OUTLET","GL4_6OUT","NaN",2018-07-17,"Ephemeroptera_baetidae_",29
"477","NWT","ALB","LAKE","ALB_1W","WEST",2018-07-19,"Ephemeroptera_baetidae_",0
"478","NWT","ALB","LAKE","ALB_2W","WEST",2018-07-19,"Ephemeroptera_baetidae_",0
"479","NWT","ALB","LAKE","ALB_3E","EAST",2018-07-19,"Ephemeroptera_baetidae_",0
"480","NWT","ALB","LAKE","ALB_4E","EAST",2018-07-19,"Ephemeroptera_baetidae_",0
"481","NWT","ALB","INLET","ALB_5IN","NaN",2018-07-19,"Ephemeroptera_baetidae_",4
"482","NWT","GL5","LAKE","GL5_1W","WEST",2018-07-31,"Ephemeroptera_baetidae_",0
"483","NWT","GL5","LAKE","GL5_2E","EAST",2018-07-31,"Ephemeroptera_baetidae_",0
"484","NWT","GL5","INLET","GL5_3IN","NaN",2018-07-31,"Ephemeroptera_baetidae_",0
"485","NWT","GL5","OUTLET","GL5_4OUT","NaN",2018-07-31,"Ephemeroptera_baetidae_",0
"486","NWT","ALB","LAKE","ALB_1W","WEST",2018-08-02,"Ephemeroptera_baetidae_",1
"487","NWT","ALB","LAKE","ALB_2W","WEST",2018-08-02,"Ephemeroptera_baetidae_",0
"488","NWT","ALB","LAKE","ALB_3E","EAST",2018-08-02,"Ephemeroptera_baetidae_",0
"489","NWT","ALB","LAKE","ALB_4E","EAST",2018-08-02,"Ephemeroptera_baetidae_",0
"490","NWT","ALB","INLET","ALB_5IN","NaN",2018-08-02,"Ephemeroptera_baetidae_",6
"491","NWT","GL4","LAKE","GL4_1E","EAST",2018-08-07,"Ephemeroptera_baetidae_",0
"492","NWT","GL4","LAKE","GL4_2E","EAST",2018-08-07,"Ephemeroptera_baetidae_",0
"493","NWT","GL4","INLET","GL4_3IN","NaN",2018-08-07,"Ephemeroptera_baetidae_",0
"494","NWT","GL4","LAKE","GL4_4W","WEST",2018-08-07,"Ephemeroptera_baetidae_",0
"495","NWT","GL4","LAKE","GL4_5W","WEST",2018-08-07,"Ephemeroptera_baetidae_",1
"496","NWT","GL4","OUTLET","GL4_6OUT","NaN",2018-08-07,"Ephemeroptera_baetidae_",15
"497","NWT","GL1","LAKE","GL1_2E","EAST",2018-08-09,"Ephemeroptera_baetidae_",0
"498","NWT","GL1","LAKE","GL1_3E","EAST",2018-08-09,"Ephemeroptera_baetidae_",0
"499","NWT","GL1","LAKE","GL1_5W","WEST",2018-08-09,"Ephemeroptera_baetidae_",0
"500","NWT","GL1","LAKE","GL1_7W","WEST",2018-08-09,"Ephemeroptera_baetidae_",0
"501","NWT","GL4","WATERFALL","GL4_waterfall_high","NaN",2018-08-07,"Ephemeroptera_baetidae_",0
"502","NWT","GL4","WATERFALL","GL4_waterfall_low","NaN",2018-08-07,"Ephemeroptera_baetidae_",0
"503","NWT","ALB_creek","CREEK","ALB_creek_aboveroad","NaN",2018-08-09,"Ephemeroptera_baetidae_",0
"504","NWT","ALB_creek","CREEK","ALB_creek_aboveroad","NaN",2018-08-09,"Ephemeroptera_baetidae_",1
"505","NWT","GL4","LAKE","GL4_1E","EAST",2018-08-21,"Ephemeroptera_baetidae_",1
"506","NWT","GL4","INLET","GL4_3IN","NaN",2018-08-21,"Ephemeroptera_baetidae_",0
"507","NWT","GL4","LAKE","GL4_5W","WEST",2018-08-21,"Ephemeroptera_baetidae_",0
"508","NWT","GL4","OUTLET","GL4_6OUT","NaN",2018-08-21,"Ephemeroptera_baetidae_",11
"509","NWT","GL4","LAKE","GL4_2E","EAST",2018-08-23,"Ephemeroptera_baetidae_",0
"510","NWT","GL4","LAKE","GL4_4W","WEST",2018-08-23,"Ephemeroptera_baetidae_",1
"511","NWT","GL4","WATERFALL","GL4_waterfall_high","NaN",2018-08-23,"Ephemeroptera_baetidae_",0
"512","NWT","GL4","WATERFALL","GL4_waterfall_low","NaN",2018-08-23,"Ephemeroptera_baetidae_",5
"513","NWT","GL1","LAKE","GL1_1E","EAST",2018-06-28,"Ephemeroptera_ameletidae_ameletus",0
"514","NWT","GL1","LAKE","GL1_2E","EAST",2018-06-28,"Ephemeroptera_ameletidae_ameletus",0
"515","NWT","GL1","LAKE","GL1_3E","EAST",2018-06-28,"Ephemeroptera_ameletidae_ameletus",0
"516","NWT","GL1","LAKE","GL1_4E","EAST",2018-06-28,"Ephemeroptera_ameletidae_ameletus",0
"517","NWT","GL1","LAKE","GL1_5W","WEST",2018-06-28,"Ephemeroptera_ameletidae_ameletus",0
"518","NWT","GL1","LAKE","GL1_6W","WEST",2018-06-28,"Ephemeroptera_ameletidae_ameletus",0
"519","NWT","GL1","LAKE","GL1_7W","WEST",2018-06-28,"Ephemeroptera_ameletidae_ameletus",0
"520","NWT","GL4","LAKE","GL4_1E","EAST",2018-07-03,"Ephemeroptera_ameletidae_ameletus",1
"521","NWT","GL4","LAKE","GL4_2E","EAST",2018-07-03,"Ephemeroptera_ameletidae_ameletus",2
"522","NWT","GL4","INLET","GL4_3IN","NaN",2018-07-03,"Ephemeroptera_ameletidae_ameletus",2
"523","NWT","GL4","LAKE","GL4_4W","WEST",2018-07-03,"Ephemeroptera_ameletidae_ameletus",0
"524","NWT","GL4","LAKE","GL4_5W","WEST",2018-07-03,"Ephemeroptera_ameletidae_ameletus",0
"525","NWT","GL4","OUTLET","GL4_6OUT","NaN",2018-07-03,"Ephemeroptera_ameletidae_ameletus",0
"526","NWT","ALB","LAKE","ALB_1W","WEST",2018-07-05,"Ephemeroptera_ameletidae_ameletus",0
"527","NWT","ALB","LAKE","ALB_2W","WEST",2018-07-05,"Ephemeroptera_ameletidae_ameletus",0
"528","NWT","ALB","LAKE","ALB_3E","EAST",2018-07-05,"Ephemeroptera_ameletidae_ameletus",0
