LTER_site,local_site,location,project_site,date,rock_total,rock1v,rock2v,rock3v,rock4v,rock5v,microscope,magnification,individual_number,order,family,genus ,size,notes 
NWT,ALB ,LAKE,ALB_4E,2018-08-02,5,2.5,1.2,1.5,2,0.9,SZ51,0.8,95,diptera,chironomidae,NaN,2,
NWT,ALB ,LAKE,ALB_4E,2018-08-02,5,2.5,1.2,1.5,2,0.9,SZ51,0.8,96,diptera,chironomidae,NaN,4,
NWT,ALB ,LAKE,ALB_4E,2018-08-02,5,2.5,1.2,1.5,2,0.9,SZ51,0.8,97,diptera,chironomidae,NaN,3,
NWT,ALB ,LAKE,ALB_4E,2018-08-02,5,2.5,1.2,1.5,2,0.9,SZ51,0.8,98,diptera,chironomidae,NaN,2,
NWT,ALB ,LAKE,ALB_4E,2018-08-02,5,2.5,1.2,1.5,2,0.9,SZ51,0.8,99,diptera,chironomidae,NaN,2,
NWT,ALB ,LAKE,ALB_4E,2018-08-02,5,2.5,1.2,1.5,2,0.9,SZ51,0.8,100,diptera,chironomidae,NaN,1,
NWT,ALB ,LAKE,ALB_4E,2018-08-02,5,2.5,1.2,1.5,2,0.9,SZ51,0.8,101,diptera,chironomidae,NaN,1,
NWT,ALB ,LAKE,ALB_4E,2018-08-02,5,2.5,1.2,1.5,2,0.9,SZ51,0.8,102,diptera,chironomidae,NaN,2,
NWT,ALB ,LAKE,ALB_4E,2018-08-02,5,2.5,1.2,1.5,2,0.9,SZ51,0.8,103,diptera,chironomidae,NaN,3,
NWT,ALB ,LAKE,ALB_4E,2018-08-02,5,2.5,1.2,1.5,2,0.9,SZ51,0.8,104,diptera,chironomidae,NaN,3,
NWT,ALB ,LAKE,ALB_4E,2018-08-02,5,2.5,1.2,1.5,2,0.9,SZ51,0.8,105,diptera,chironomidae,NaN,2,
NWT,ALB ,LAKE,ALB_4E,2018-08-02,5,2.5,1.2,1.5,2,0.9,SZ51,0.8,107,diptera,chironomidae,NaN,2,
NWT,ALB ,LAKE,ALB_4E,2018-08-02,5,2.5,1.2,1.5,2,0.9,SZ51,0.8,108,diptera,chironomidae,NaN,4,
NWT,ALB ,LAKE,ALB_4E,2018-08-02,5,2.5,1.2,1.5,2,0.9,SZ51,0.8,109,diptera,chironomidae,NaN,7,
NWT,ALB ,LAKE,ALB_4E,2018-08-02,5,2.5,1.2,1.5,2,0.9,SZ51,0.8,110,diptera,chironomidae,NaN,3,
NWT,ALB ,LAKE,ALB_4E,2018-08-02,5,2.5,1.2,1.5,2,0.9,SZ51,0.8,111,diptera,chironomidae,NaN,3,
NWT,ALB ,LAKE,ALB_4E,2018-08-02,5,2.5,1.2,1.5,2,0.9,SZ51,0.8,112,diptera,chironomidae,NaN,2,
NWT,ALB ,LAKE,ALB_4E,2018-08-02,5,2.5,1.2,1.5,2,0.9,SZ51,0.8,113,diptera,chironomidae,NaN,2,
NWT,ALB ,LAKE,ALB_4E,2018-08-02,5,2.5,1.2,1.5,2,0.9,SZ51,0.8,114,diptera,chironomidae,NaN,1,
NWT,ALB ,LAKE,ALB_4E,2018-08-02,5,2.5,1.2,1.5,2,0.9,SZ51,0.8,115,diptera,chironomidae,NaN,1,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,1,diptera,chironomidae,NaN,4,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,2,diptera,chironomidae,NaN,2,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,3,diptera,chironomidae,NaN,3,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,4,diptera,chironomidae,NaN,7,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,5,diptera,chironomidae,NaN,2,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,6,diptera,chironomidae,NaN,2,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,7,diptera,chironomidae,NaN,3,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,8,diptera,chironomidae,NaN,2,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,9,diptera,chironomidae,NaN,3,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,10,diptera,chironomidae,NaN,5,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,11,diptera,chironomidae,NaN,2,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,12,diptera,chironomidae,NaN,3,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,13,diptera,chironomidae,NaN,2,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,14,diptera,chironomidae,NaN,2,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,15,diptera,chironomidae,NaN,3,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,16,diptera,chironomidae,NaN,3,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,17,diptera,chironomidae,NaN,4,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,18,diptera,chironomidae,NaN,4,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,19,diptera,chironomidae,NaN,3,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,20,diptera,chironomidae,NaN,3,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,21,diptera,chironomidae,NaN,1,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,22,diptera,chironomidae,NaN,2,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,23,diptera,chironomidae,NaN,3,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,24,diptera,chironomidae,NaN,3,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,25,diptera,chironomidae,NaN,3,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,26,diptera,chironomidae,NaN,3,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,27,diptera,chironomidae,NaN,3,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,28,diptera,chironomidae,NaN,2,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,29,diptera,chironomidae,NaN,1,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,30,diptera,chironomidae,NaN,3,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,31,diptera,chironomidae,NaN,1,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,32,diptera,chironomidae,NaN,1,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,33,diptera,chironomidae,NaN,2,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,34,diptera,chironomidae,NaN,3,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,35,diptera,chironomidae,NaN,4,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,36,diptera,chironomidae,NaN,1,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,37,diptera,chironomidae,NaN,1,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,38,diptera,chironomidae,NaN,1,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,39,diptera,chironomidae,NaN,3,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,40,diptera,chironomidae,NaN,3,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,41,diptera,chironomidae,NaN,4,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,42,diptera,chironomidae,NaN,4,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,43,diptera,chironomidae,NaN,3,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,44,diptera,chironomidae,NaN,4,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,45,diptera,chironomidae,NaN,4,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,46,diptera,chironomidae,NaN,4,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,47,diptera,chironomidae,NaN,3,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,48,diptera,chironomidae,NaN,3,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,49,diptera,chironomidae,NaN,3,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,50,diptera,chironomidae,NaN,2,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,51,diptera,chironomidae,NaN,2,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,52,diptera,chironomidae,NaN,1,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,53,diptera,chironomidae,NaN,1,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,54,diptera,chironomidae,NaN,8,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,55,diptera,chironomidae,NaN,3,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,56,diptera,chironomidae,NaN,3,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,57,diptera,chironomidae,NaN,3,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,58,diptera,chironomidae,NaN,3,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,59,diptera,chironomidae,NaN,2,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,60,diptera,chironomidae,NaN,2,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,61,diptera,chironomidae,NaN,2,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,62,diptera,chironomidae,NaN,4,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,63,diptera,chironomidae,NaN,4,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,64,diptera,chironomidae,NaN,4,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,65,diptera,chironomidae,NaN,2,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,66,diptera,chironomidae,NaN,2,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,67,diptera,chironomidae,NaN,2,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,68,diptera,chironomidae,NaN,2,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,69,diptera,chironomidae,NaN,4,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,70,diptera,chironomidae,NaN,4,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,71,diptera,chironomidae,NaN,4,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,72,diptera,chironomidae,NaN,4,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,73,diptera,chironomidae,NaN,4,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,74,diptera,chironomidae,NaN,1,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,75,diptera,chironomidae,NaN,3,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,76,diptera,chironomidae,NaN,3,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,77,diptera,chironomidae,NaN,3,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,78,diptera,chironomidae,NaN,3,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,79,diptera,chironomidae,NaN,3,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,80,diptera,chironomidae,NaN,3,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,81,diptera,chironomidae,NaN,3,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,82,diptera,chironomidae,NaN,3,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,83,diptera,chironomidae,NaN,3,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,84,diptera,chironomidae,NaN,3,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,85,diptera,chironomidae,NaN,3,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,86,diptera,chironomidae,NaN,3,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,87,diptera,chironomidae,NaN,4,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,88,diptera,chironomidae,NaN,4,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,89,diptera,chironomidae,NaN,4,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,90,diptera,chironomidae,NaN,4,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,91,diptera,chironomidae,NaN,4,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,92,diptera,chironomidae,NaN,4,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,93,diptera,chironomidae,NaN,4,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,94,diptera,chironomidae,NaN,1,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,95,diptera,chironomidae,NaN,1,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,96,diptera,chironomidae,NaN,1,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,97,diptera,chironomidae,NaN,1,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,98,diptera,chironomidae,NaN,2,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,99,diptera,chironomidae,NaN,1,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,100,diptera,chironomidae,NaN,1,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,101,diptera,chironomidae,NaN,2,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,102,diptera,chironomidae,NaN,3,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,103,diptera,chironomidae,NaN,3,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,104,diptera,chironomidae,NaN,3,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,105,diptera,chironomidae,NaN,3,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,106,diptera,chironomidae,NaN,3,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,107,diptera,chironomidae,NaN,4,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,108,diptera,chironomidae,NaN,4,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,109,diptera,chironomidae,NaN,2,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,110,diptera,chironomidae,NaN,2,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,111,diptera,chironomidae,NaN,1,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,112,diptera,chironomidae,NaN,2,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,113,diptera,chironomidae,NaN,3,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,114,diptera,chironomidae,NaN,4,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,115,diptera,chironomidae,NaN,2,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,116,diptera,chironomidae,NaN,3,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,117,diptera,chironomidae,NaN,4,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,118,diptera,chironomidae,NaN,2,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,119,diptera,chironomidae,NaN,3,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,120,diptera,chironomidae,NaN,2,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,121,diptera,chironomidae,NaN,2,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,122,diptera,chironomidae,NaN,4,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,123,diptera,chironomidae,NaN,5,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,124,diptera,chironomidae,NaN,4,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,125,diptera,chironomidae,NaN,4,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,126,diptera,chironomidae,NaN,3,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,127,diptera,chironomidae,NaN,3,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,128,diptera,chironomidae,NaN,3,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,129,diptera,chironomidae,NaN,3,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,130,diptera,chironomidae,NaN,3,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,131,diptera,chironomidae,NaN,3,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,132,diptera,chironomidae,NaN,2,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,133,diptera,chironomidae,NaN,2,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,134,diptera,chironomidae,NaN,2,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,135,diptera,chironomidae,NaN,2,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,136,diptera,chironomidae,NaN,2,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,137,diptera,chironomidae,NaN,2,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,138,diptera,chironomidae,NaN,2,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,139,diptera,chironomidae,NaN,2,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,140,diptera,chironomidae,NaN,2,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,141,diptera,chironomidae,NaN,2,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,142,diptera,chironomidae,NaN,4,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,143,diptera,chironomidae,NaN,4,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,144,diptera,chironomidae,NaN,4,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,145,diptera,chironomidae,NaN,3,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,146,diptera,chironomidae,NaN,3,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,147,diptera,chironomidae,NaN,3,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,148,diptera,chironomidae,NaN,3,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,149,diptera,chironomidae,NaN,3,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,150,diptera,chironomidae,NaN,3,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,151,diptera,chironomidae,NaN,3,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,152,diptera,chironomidae,NaN,3,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,153,diptera,chironomidae,NaN,3,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,154,diptera,chironomidae,NaN,3,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,155,diptera,chironomidae,NaN,3,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,156,diptera,chironomidae,NaN,3,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,157,diptera,chironomidae,NaN,3,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,158,diptera,chironomidae,NaN,3,
NWT,ALB ,INLET,ALB_5IN,2018-08-02,5,3.5,3.3,0.4,0.5,0.5,SZ51,0.8,159,diptera,chironomidae,NaN,3,
