LTER_site,local_site,location,project_site,date,Order,Family,Genus,count
NWT,GL1,LAKE,GL1_7W,2018-07-12,Ephemeroptera,baetidae,NaN,0
NWT,GL1,LAKE,GL1_2E,2018-07-12,Ephemeroptera,siphlonuridae,NaN,0
NWT,GL1,LAKE,GL1_3E,2018-07-12,Ephemeroptera,siphlonuridae,NaN,0
NWT,GL1,LAKE,GL1_5W,2018-07-12,Ephemeroptera,siphlonuridae,NaN,0
NWT,GL1,LAKE,GL1_7W,2018-07-12,Ephemeroptera,siphlonuridae,NaN,0
NWT,GL1,LAKE,GL1_2E,2018-07-12,Plecoptera,chloroperlidae,NaN,0
NWT,GL1,LAKE,GL1_3E,2018-07-12,Plecoptera,chloroperlidae,NaN,0
NWT,GL1,LAKE,GL1_5W,2018-07-12,Plecoptera,chloroperlidae,NaN,0
NWT,GL1,LAKE,GL1_7W,2018-07-12,Plecoptera,chloroperlidae,NaN,0
NWT,GL1,LAKE,GL1_2E,2018-07-12,Plecoptera,perlidae,claassenia,0
NWT,GL1,LAKE,GL1_3E,2018-07-12,Plecoptera,perlidae,claassenia,0
NWT,GL1,LAKE,GL1_5W,2018-07-12,Plecoptera,perlidae,claassenia,0
NWT,GL1,LAKE,GL1_7W,2018-07-12,Plecoptera,perlidae,claassenia,0
NWT,GL1,LAKE,GL1_2E,2018-07-12,Plecoptera,perlodidae,NaN,0
NWT,GL1,LAKE,GL1_3E,2018-07-12,Plecoptera,perlodidae,NaN,0
NWT,GL1,LAKE,GL1_5W,2018-07-12,Plecoptera,perlodidae,NaN,0
NWT,GL1,LAKE,GL1_7W,2018-07-12,Plecoptera,perlodidae,NaN,0
NWT,GL1,LAKE,GL1_2E,2018-07-12,Rhynchobdellida,glossiphoniidae,NaN,0
NWT,GL1,LAKE,GL1_3E,2018-07-12,Rhynchobdellida,glossiphoniidae,NaN,0
NWT,GL1,LAKE,GL1_5W,2018-07-12,Rhynchobdellida,glossiphoniidae,NaN,0
NWT,GL1,LAKE,GL1_7W,2018-07-12,Rhynchobdellida,glossiphoniidae,NaN,0
NWT,GL1,LAKE,GL1_2E,2018-07-12,Trichoptera,apataniidae,apatania,0
NWT,GL1,LAKE,GL1_3E,2018-07-12,Trichoptera,apataniidae,apatania,1
NWT,GL1,LAKE,GL1_5W,2018-07-12,Trichoptera,apataniidae,apatania,0
NWT,GL1,LAKE,GL1_7W,2018-07-12,Trichoptera,apataniidae,apatania,2
NWT,GL1,LAKE,GL1_2E,2018-07-12,Trichoptera,glossomatidae,NaN,0
NWT,GL1,LAKE,GL1_3E,2018-07-12,Trichoptera,glossomatidae,NaN,0
NWT,GL1,LAKE,GL1_5W,2018-07-12,Trichoptera,glossomatidae,NaN,0
NWT,GL1,LAKE,GL1_7W,2018-07-12,Trichoptera,glossomatidae,NaN,0
NWT,GL1,LAKE,GL1_2E,2018-07-12,Trichoptera,leptoceridae,NaN,1
NWT,GL1,LAKE,GL1_3E,2018-07-12,Trichoptera,leptoceridae,NaN,0
NWT,GL1,LAKE,GL1_5W,2018-07-12,Trichoptera,leptoceridae,NaN,0
NWT,GL1,LAKE,GL1_7W,2018-07-12,Trichoptera,leptoceridae,NaN,1
NWT,GL1,LAKE,GL1_2E,2018-07-12,Trichoptera,rhyacophilidae,rhyacophila,0
NWT,GL1,LAKE,GL1_3E,2018-07-12,Trichoptera,rhyacophilidae,rhyacophila,0
NWT,GL1,LAKE,GL1_5W,2018-07-12,Trichoptera,rhyacophilidae,rhyacophila,0
NWT,GL1,LAKE,GL1_7W,2018-07-12,Trichoptera,rhyacophilidae,rhyacophila,0
NWT,GL4,LAKE,GL4_1E,2018-07-17,Amphipoda,gammaridae,NaN,0
NWT,GL4,LAKE,GL4_2E,2018-07-17,Amphipoda,gammaridae,NaN,0
NWT,GL4,INLET,GL4_3IN,2018-07-17,Amphipoda,gammaridae,NaN,0
NWT,GL4,LAKE,GL4_4W,2018-07-17,Amphipoda,gammaridae,NaN,0
NWT,GL4,LAKE,GL4_5W,2018-07-17,Amphipoda,gammaridae,NaN,0
NWT,GL4,OUTLET,GL4_6OUT,2018-07-17,Amphipoda,gammaridae,NaN,0
NWT,GL4,LAKE,GL4_1E,2018-07-17,Coleoptera,dytiscidae,NaN,1
NWT,GL4,LAKE,GL4_2E,2018-07-17,Coleoptera,dytiscidae,NaN,0
NWT,GL4,INLET,GL4_3IN,2018-07-17,Coleoptera,dytiscidae,NaN,0
NWT,GL4,LAKE,GL4_4W,2018-07-17,Coleoptera,dytiscidae,NaN,0
NWT,GL4,LAKE,GL4_5W,2018-07-17,Coleoptera,dytiscidae,NaN,0
NWT,GL4,OUTLET,GL4_6OUT,2018-07-17,Coleoptera,dytiscidae,NaN,0
NWT,GL4,LAKE,GL4_1E,2018-07-17,Diptera,chironomidae,NaN,1
NWT,GL4,LAKE,GL4_2E,2018-07-17,Diptera,chironomidae,NaN,0
NWT,GL4,INLET,GL4_3IN,2018-07-17,Diptera,chironomidae,NaN,3
NWT,GL4,LAKE,GL4_4W,2018-07-17,Diptera,chironomidae,NaN,0
NWT,GL4,LAKE,GL4_5W,2018-07-17,Diptera,chironomidae,NaN,0
NWT,GL4,OUTLET,GL4_6OUT,2018-07-17,Diptera,chironomidae,NaN,0
NWT,GL4,LAKE,GL4_1E,2018-07-17,Diptera,simuliidae,NaN,0
NWT,GL4,LAKE,GL4_2E,2018-07-17,Diptera,simuliidae,NaN,0
NWT,GL4,INLET,GL4_3IN,2018-07-17,Diptera,simuliidae,NaN,52
NWT,GL4,LAKE,GL4_4W,2018-07-17,Diptera,simuliidae,NaN,0
NWT,GL4,LAKE,GL4_5W,2018-07-17,Diptera,simuliidae,NaN,0
NWT,GL4,OUTLET,GL4_6OUT,2018-07-17,Diptera,simuliidae,NaN,0
NWT,GL4,LAKE,GL4_1E,2018-07-17,Ephemeroptera,ameletidae,ameletus,2
NWT,GL4,LAKE,GL4_2E,2018-07-17,Ephemeroptera,ameletidae,ameletus,5
NWT,GL4,INLET,GL4_3IN,2018-07-17,Ephemeroptera,ameletidae,ameletus,0
NWT,GL4,LAKE,GL4_4W,2018-07-17,Ephemeroptera,ameletidae,ameletus,1
NWT,GL4,LAKE,GL4_5W,2018-07-17,Ephemeroptera,ameletidae,ameletus,3
NWT,GL4,OUTLET,GL4_6OUT,2018-07-17,Ephemeroptera,ameletidae,ameletus,0
NWT,GL4,LAKE,GL4_1E,2018-07-17,Ephemeroptera,baetidae,NaN,0
NWT,GL4,LAKE,GL4_2E,2018-07-17,Ephemeroptera,baetidae,NaN,0
NWT,GL4,INLET,GL4_3IN,2018-07-17,Ephemeroptera,baetidae,NaN,4
NWT,GL4,LAKE,GL4_4W,2018-07-17,Ephemeroptera,baetidae,NaN,0
NWT,GL4,LAKE,GL4_5W,2018-07-17,Ephemeroptera,baetidae,NaN,0
NWT,GL4,OUTLET,GL4_6OUT,2018-07-17,Ephemeroptera,baetidae,NaN,29
NWT,GL4,LAKE,GL4_1E,2018-07-17,Ephemeroptera,siphlonuridae,NaN,0
NWT,GL4,LAKE,GL4_2E,2018-07-17,Ephemeroptera,siphlonuridae,NaN,0
NWT,GL4,INLET,GL4_3IN,2018-07-17,Ephemeroptera,siphlonuridae,NaN,0
NWT,GL4,LAKE,GL4_4W,2018-07-17,Ephemeroptera,siphlonuridae,NaN,0
NWT,GL4,LAKE,GL4_5W,2018-07-17,Ephemeroptera,siphlonuridae,NaN,0
NWT,GL4,OUTLET,GL4_6OUT,2018-07-17,Ephemeroptera,siphlonuridae,NaN,0
NWT,GL4,LAKE,GL4_1E,2018-07-17,Plecoptera,chloroperlidae,NaN,0
NWT,GL4,LAKE,GL4_2E,2018-07-17,Plecoptera,chloroperlidae,NaN,0
NWT,GL4,INLET,GL4_3IN,2018-07-17,Plecoptera,chloroperlidae,NaN,0
NWT,GL4,LAKE,GL4_4W,2018-07-17,Plecoptera,chloroperlidae,NaN,0
NWT,GL4,LAKE,GL4_5W,2018-07-17,Plecoptera,chloroperlidae,NaN,0
NWT,GL4,OUTLET,GL4_6OUT,2018-07-17,Plecoptera,chloroperlidae,NaN,0
NWT,GL4,LAKE,GL4_1E,2018-07-17,Plecoptera,perlidae,claassenia,0
NWT,GL4,LAKE,GL4_2E,2018-07-17,Plecoptera,perlidae,claassenia,0
NWT,GL4,INLET,GL4_3IN,2018-07-17,Plecoptera,perlidae,claassenia,0
NWT,GL4,LAKE,GL4_4W,2018-07-17,Plecoptera,perlidae,claassenia,0
NWT,GL4,LAKE,GL4_5W,2018-07-17,Plecoptera,perlidae,claassenia,0
NWT,GL4,OUTLET,GL4_6OUT,2018-07-17,Plecoptera,perlidae,claassenia,0
NWT,GL4,LAKE,GL4_1E,2018-07-17,Plecoptera,perlodidae,NaN,0
NWT,GL4,LAKE,GL4_2E,2018-07-17,Plecoptera,perlodidae,NaN,0
NWT,GL4,INLET,GL4_3IN,2018-07-17,Plecoptera,perlodidae,NaN,0
NWT,GL4,LAKE,GL4_4W,2018-07-17,Plecoptera,perlodidae,NaN,0
NWT,GL4,LAKE,GL4_5W,2018-07-17,Plecoptera,perlodidae,NaN,0
NWT,GL4,OUTLET,GL4_6OUT,2018-07-17,Plecoptera,perlodidae,NaN,1
NWT,GL4,LAKE,GL4_1E,2018-07-17,Rhynchobdellida,glossiphoniidae,NaN,0
NWT,GL4,LAKE,GL4_2E,2018-07-17,Rhynchobdellida,glossiphoniidae,NaN,0
NWT,GL4,INLET,GL4_3IN,2018-07-17,Rhynchobdellida,glossiphoniidae,NaN,0
NWT,GL4,LAKE,GL4_4W,2018-07-17,Rhynchobdellida,glossiphoniidae,NaN,0
NWT,GL4,LAKE,GL4_5W,2018-07-17,Rhynchobdellida,glossiphoniidae,NaN,0
NWT,GL4,OUTLET,GL4_6OUT,2018-07-17,Rhynchobdellida,glossiphoniidae,NaN,0
NWT,GL4,LAKE,GL4_1E,2018-07-17,Trichoptera,apataniidae,apatania,2
NWT,GL4,LAKE,GL4_2E,2018-07-17,Trichoptera,apataniidae,apatania,2
NWT,GL4,INLET,GL4_3IN,2018-07-17,Trichoptera,apataniidae,apatania,0
NWT,GL4,LAKE,GL4_4W,2018-07-17,Trichoptera,apataniidae,apatania,1
NWT,GL4,LAKE,GL4_5W,2018-07-17,Trichoptera,apataniidae,apatania,1
NWT,GL4,OUTLET,GL4_6OUT,2018-07-17,Trichoptera,apataniidae,apatania,1
NWT,GL4,LAKE,GL4_1E,2018-07-17,Trichoptera,glossomatidae,NaN,0
NWT,GL4,LAKE,GL4_2E,2018-07-17,Trichoptera,glossomatidae,NaN,0
NWT,GL4,INLET,GL4_3IN,2018-07-17,Trichoptera,glossomatidae,NaN,0
NWT,GL4,LAKE,GL4_4W,2018-07-17,Trichoptera,glossomatidae,NaN,0
NWT,GL4,LAKE,GL4_5W,2018-07-17,Trichoptera,glossomatidae,NaN,0
NWT,GL4,OUTLET,GL4_6OUT,2018-07-17,Trichoptera,glossomatidae,NaN,0
NWT,GL4,LAKE,GL4_1E,2018-07-17,Trichoptera,leptoceridae,NaN,0
NWT,GL4,LAKE,GL4_2E,2018-07-17,Trichoptera,leptoceridae,NaN,0
NWT,GL4,INLET,GL4_3IN,2018-07-17,Trichoptera,leptoceridae,NaN,0
NWT,GL4,LAKE,GL4_4W,2018-07-17,Trichoptera,leptoceridae,NaN,0
NWT,GL4,LAKE,GL4_5W,2018-07-17,Trichoptera,leptoceridae,NaN,0
NWT,GL4,OUTLET,GL4_6OUT,2018-07-17,Trichoptera,leptoceridae,NaN,0
NWT,GL4,LAKE,GL4_1E,2018-07-17,Trichoptera,rhyacophilidae,rhyacophila,0
NWT,GL4,LAKE,GL4_2E,2018-07-17,Trichoptera,rhyacophilidae,rhyacophila,0
NWT,GL4,INLET,GL4_3IN,2018-07-17,Trichoptera,rhyacophilidae,rhyacophila,0
NWT,GL4,LAKE,GL4_4W,2018-07-17,Trichoptera,rhyacophilidae,rhyacophila,0
NWT,GL4,LAKE,GL4_5W,2018-07-17,Trichoptera,rhyacophilidae,rhyacophila,0
NWT,GL4,OUTLET,GL4_6OUT,2018-07-17,Trichoptera,rhyacophilidae,rhyacophila,0
NWT,ALB,LAKE,ALB_1W,2018-07-19,Amphipoda,gammaridae,NaN,0
NWT,ALB,LAKE,ALB_2W,2018-07-19,Amphipoda,gammaridae,NaN,0
NWT,ALB,LAKE,ALB_3E,2018-07-19,Amphipoda,gammaridae,NaN,0
NWT,ALB,LAKE,ALB_4E,2018-07-19,Amphipoda,gammaridae,NaN,0
NWT,ALB,INLET,ALB_5IN,2018-07-19,Amphipoda,gammaridae,NaN,0
NWT,ALB,LAKE,ALB_1W,2018-07-19,Coleoptera,dytiscidae,NaN,0
NWT,ALB,LAKE,ALB_2W,2018-07-19,Coleoptera,dytiscidae,NaN,0
NWT,ALB,LAKE,ALB_3E,2018-07-19,Coleoptera,dytiscidae,NaN,0
NWT,ALB,LAKE,ALB_4E,2018-07-19,Coleoptera,dytiscidae,NaN,0
NWT,ALB,INLET,ALB_5IN,2018-07-19,Coleoptera,dytiscidae,NaN,0
NWT,ALB,LAKE,ALB_1W,2018-07-19,Diptera,chironomidae,NaN,21
NWT,ALB,LAKE,ALB_2W,2018-07-19,Diptera,chironomidae,NaN,10
NWT,ALB,LAKE,ALB_3E,2018-07-19,Diptera,chironomidae,NaN,10
NWT,ALB,LAKE,ALB_4E,2018-07-19,Diptera,chironomidae,NaN,11
NWT,ALB,INLET,ALB_5IN,2018-07-19,Diptera,chironomidae,NaN,34
NWT,ALB,LAKE,ALB_1W,2018-07-19,Diptera,simuliidae,NaN,0
NWT,ALB,LAKE,ALB_2W,2018-07-19,Diptera,simuliidae,NaN,0
NWT,ALB,LAKE,ALB_3E,2018-07-19,Diptera,simuliidae,NaN,0
NWT,ALB,LAKE,ALB_4E,2018-07-19,Diptera,simuliidae,NaN,0
NWT,ALB,INLET,ALB_5IN,2018-07-19,Diptera,simuliidae,NaN,0
NWT,ALB,LAKE,ALB_1W,2018-07-19,Ephemeroptera,ameletidae,ameletus,0
NWT,ALB,LAKE,ALB_2W,2018-07-19,Ephemeroptera,ameletidae,ameletus,0
NWT,ALB,LAKE,ALB_3E,2018-07-19,Ephemeroptera,ameletidae,ameletus,0
NWT,ALB,LAKE,ALB_4E,2018-07-19,Ephemeroptera,ameletidae,ameletus,0
NWT,ALB,INLET,ALB_5IN,2018-07-19,Ephemeroptera,ameletidae,ameletus,0
NWT,ALB,LAKE,ALB_1W,2018-07-19,Ephemeroptera,baetidae,NaN,0
NWT,ALB,LAKE,ALB_2W,2018-07-19,Ephemeroptera,baetidae,NaN,0
NWT,ALB,LAKE,ALB_3E,2018-07-19,Ephemeroptera,baetidae,NaN,0
NWT,ALB,LAKE,ALB_4E,2018-07-19,Ephemeroptera,baetidae,NaN,0
NWT,ALB,INLET,ALB_5IN,2018-07-19,Ephemeroptera,baetidae,NaN,4
NWT,ALB,LAKE,ALB_1W,2018-07-19,Ephemeroptera,siphlonuridae,NaN,0
NWT,ALB,LAKE,ALB_2W,2018-07-19,Ephemeroptera,siphlonuridae,NaN,0
NWT,ALB,LAKE,ALB_3E,2018-07-19,Ephemeroptera,siphlonuridae,NaN,0
NWT,ALB,LAKE,ALB_4E,2018-07-19,Ephemeroptera,siphlonuridae,NaN,0
NWT,ALB,INLET,ALB_5IN,2018-07-19,Ephemeroptera,siphlonuridae,NaN,0
NWT,ALB,LAKE,ALB_1W,2018-07-19,Plecoptera,chloroperlidae,NaN,0
NWT,ALB,LAKE,ALB_2W,2018-07-19,Plecoptera,chloroperlidae,NaN,0
NWT,ALB,LAKE,ALB_3E,2018-07-19,Plecoptera,chloroperlidae,NaN,0
NWT,ALB,LAKE,ALB_4E,2018-07-19,Plecoptera,chloroperlidae,NaN,0
NWT,ALB,INLET,ALB_5IN,2018-07-19,Plecoptera,chloroperlidae,NaN,0
NWT,ALB,LAKE,ALB_1W,2018-07-19,Plecoptera,perlidae,claassenia,0
NWT,ALB,LAKE,ALB_2W,2018-07-19,Plecoptera,perlidae,claassenia,0
NWT,ALB,LAKE,ALB_3E,2018-07-19,Plecoptera,perlidae,claassenia,0
NWT,ALB,LAKE,ALB_4E,2018-07-19,Plecoptera,perlidae,claassenia,0
NWT,ALB,INLET,ALB_5IN,2018-07-19,Plecoptera,perlidae,claassenia,0
NWT,ALB,LAKE,ALB_1W,2018-07-19,Plecoptera,perlodidae,NaN,0
NWT,ALB,LAKE,ALB_2W,2018-07-19,Plecoptera,perlodidae,NaN,0
NWT,ALB,LAKE,ALB_3E,2018-07-19,Plecoptera,perlodidae,NaN,0
NWT,ALB,LAKE,ALB_4E,2018-07-19,Plecoptera,perlodidae,NaN,0
NWT,ALB,INLET,ALB_5IN,2018-07-19,Plecoptera,perlodidae,NaN,0
NWT,ALB,LAKE,ALB_1W,2018-07-19,Rhynchobdellida,glossiphoniidae,NaN,0
NWT,ALB,LAKE,ALB_2W,2018-07-19,Rhynchobdellida,glossiphoniidae,NaN,0
NWT,ALB,LAKE,ALB_3E,2018-07-19,Rhynchobdellida,glossiphoniidae,NaN,0
NWT,ALB,LAKE,ALB_4E,2018-07-19,Rhynchobdellida,glossiphoniidae,NaN,0
NWT,ALB,INLET,ALB_5IN,2018-07-19,Rhynchobdellida,glossiphoniidae,NaN,0
NWT,ALB,LAKE,ALB_1W,2018-07-19,Trichoptera,apataniidae,apatania,0
NWT,ALB,LAKE,ALB_2W,2018-07-19,Trichoptera,apataniidae,apatania,0
NWT,ALB,LAKE,ALB_3E,2018-07-19,Trichoptera,apataniidae,apatania,0
NWT,ALB,LAKE,ALB_4E,2018-07-19,Trichoptera,apataniidae,apatania,0
NWT,ALB,INLET,ALB_5IN,2018-07-19,Trichoptera,apataniidae,apatania,0
NWT,ALB,LAKE,ALB_1W,2018-07-19,Trichoptera,glossomatidae,NaN,0
NWT,ALB,LAKE,ALB_2W,2018-07-19,Trichoptera,glossomatidae,NaN,0
NWT,ALB,LAKE,ALB_3E,2018-07-19,Trichoptera,glossomatidae,NaN,0
NWT,ALB,LAKE,ALB_4E,2018-07-19,Trichoptera,glossomatidae,NaN,0
NWT,ALB,INLET,ALB_5IN,2018-07-19,Trichoptera,glossomatidae,NaN,0
NWT,ALB,LAKE,ALB_1W,2018-07-19,Trichoptera,leptoceridae,NaN,0
NWT,ALB,LAKE,ALB_2W,2018-07-19,Trichoptera,leptoceridae,NaN,0
NWT,ALB,LAKE,ALB_3E,2018-07-19,Trichoptera,leptoceridae,NaN,0
NWT,ALB,LAKE,ALB_4E,2018-07-19,Trichoptera,leptoceridae,NaN,0
NWT,ALB,INLET,ALB_5IN,2018-07-19,Trichoptera,leptoceridae,NaN,0
NWT,ALB,LAKE,ALB_1W,2018-07-19,Trichoptera,rhyacophilidae,rhyacophila,0
NWT,ALB,LAKE,ALB_2W,2018-07-19,Trichoptera,rhyacophilidae,rhyacophila,0
NWT,ALB,LAKE,ALB_3E,2018-07-19,Trichoptera,rhyacophilidae,rhyacophila,0
NWT,ALB,LAKE,ALB_4E,2018-07-19,Trichoptera,rhyacophilidae,rhyacophila,0
NWT,ALB,INLET,ALB_5IN,2018-07-19,Trichoptera,rhyacophilidae,rhyacophila,0
NWT,GL5,LAKE,GL5_1W,2018-07-31,Amphipoda,gammaridae,NaN,0
NWT,GL5,LAKE,GL5_2E,2018-07-31,Amphipoda,gammaridae,NaN,0
NWT,GL5,INLET,GL5_3IN,2018-07-31,Amphipoda,gammaridae,NaN,0
NWT,GL5,OUTLET,GL5_4OUT,2018-07-31,Amphipoda,gammaridae,NaN,0
NWT,GL5,LAKE,GL5_1W,2018-07-31,Coleoptera,dytiscidae,NaN,0
NWT,GL5,LAKE,GL5_2E,2018-07-31,Coleoptera,dytiscidae,NaN,0
NWT,GL5,INLET,GL5_3IN,2018-07-31,Coleoptera,dytiscidae,NaN,0
NWT,GL5,OUTLET,GL5_4OUT,2018-07-31,Coleoptera,dytiscidae,NaN,0
NWT,GL5,LAKE,GL5_1W,2018-07-31,Diptera,chironomidae,NaN,5
NWT,GL5,LAKE,GL5_2E,2018-07-31,Diptera,chironomidae,NaN,95
NWT,GL5,INLET,GL5_3IN,2018-07-31,Diptera,chironomidae,NaN,242
NWT,GL5,OUTLET,GL5_4OUT,2018-07-31,Diptera,chironomidae,NaN,14
NWT,GL5,LAKE,GL5_1W,2018-07-31,Diptera,simuliidae,NaN,0
NWT,GL5,LAKE,GL5_2E,2018-07-31,Diptera,simuliidae,NaN,0
NWT,GL5,INLET,GL5_3IN,2018-07-31,Diptera,simuliidae,NaN,0
NWT,GL5,OUTLET,GL5_4OUT,2018-07-31,Diptera,simuliidae,NaN,0
NWT,GL5,LAKE,GL5_1W,2018-07-31,Ephemeroptera,ameletidae,ameletus,0
NWT,GL5,LAKE,GL5_2E,2018-07-31,Ephemeroptera,ameletidae,ameletus,0
NWT,GL5,INLET,GL5_3IN,2018-07-31,Ephemeroptera,ameletidae,ameletus,0
NWT,GL5,OUTLET,GL5_4OUT,2018-07-31,Ephemeroptera,ameletidae,ameletus,0
NWT,GL5,LAKE,GL5_1W,2018-07-31,Ephemeroptera,baetidae,NaN,0
NWT,GL5,LAKE,GL5_2E,2018-07-31,Ephemeroptera,baetidae,NaN,0
NWT,GL5,INLET,GL5_3IN,2018-07-31,Ephemeroptera,baetidae,NaN,0
NWT,GL5,OUTLET,GL5_4OUT,2018-07-31,Ephemeroptera,baetidae,NaN,0
NWT,GL5,LAKE,GL5_1W,2018-07-31,Ephemeroptera,siphlonuridae,NaN,0
NWT,GL5,LAKE,GL5_2E,2018-07-31,Ephemeroptera,siphlonuridae,NaN,0
NWT,GL5,INLET,GL5_3IN,2018-07-31,Ephemeroptera,siphlonuridae,NaN,0
NWT,GL5,OUTLET,GL5_4OUT,2018-07-31,Ephemeroptera,siphlonuridae,NaN,0
NWT,GL5,LAKE,GL5_1W,2018-07-31,Plecoptera,chloroperlidae,NaN,0
NWT,GL5,LAKE,GL5_2E,2018-07-31,Plecoptera,chloroperlidae,NaN,0
NWT,GL5,INLET,GL5_3IN,2018-07-31,Plecoptera,chloroperlidae,NaN,0
NWT,GL5,OUTLET,GL5_4OUT,2018-07-31,Plecoptera,chloroperlidae,NaN,0
NWT,GL5,LAKE,GL5_1W,2018-07-31,Plecoptera,perlidae,claassenia,0
NWT,GL5,LAKE,GL5_2E,2018-07-31,Plecoptera,perlidae,claassenia,0
NWT,GL5,INLET,GL5_3IN,2018-07-31,Plecoptera,perlidae,claassenia,0
NWT,GL5,OUTLET,GL5_4OUT,2018-07-31,Plecoptera,perlidae,claassenia,0
NWT,GL5,LAKE,GL5_1W,2018-07-31,Plecoptera,perlodidae,NaN,0
NWT,GL5,LAKE,GL5_2E,2018-07-31,Plecoptera,perlodidae,NaN,1
NWT,GL5,INLET,GL5_3IN,2018-07-31,Plecoptera,perlodidae,NaN,1
NWT,GL5,OUTLET,GL5_4OUT,2018-07-31,Plecoptera,perlodidae,NaN,1
NWT,GL5,LAKE,GL5_1W,2018-07-31,Rhynchobdellida,glossiphoniidae,NaN,4
NWT,GL5,LAKE,GL5_2E,2018-07-31,Rhynchobdellida,glossiphoniidae,NaN,0
NWT,GL5,INLET,GL5_3IN,2018-07-31,Rhynchobdellida,glossiphoniidae,NaN,23
NWT,GL5,OUTLET,GL5_4OUT,2018-07-31,Rhynchobdellida,glossiphoniidae,NaN,0
NWT,GL5,LAKE,GL5_1W,2018-07-31,Trichoptera,apataniidae,apatania,0
NWT,GL5,LAKE,GL5_2E,2018-07-31,Trichoptera,apataniidae,apatania,1
NWT,GL5,INLET,GL5_3IN,2018-07-31,Trichoptera,apataniidae,apatania,1
NWT,GL5,OUTLET,GL5_4OUT,2018-07-31,Trichoptera,apataniidae,apatania,1
NWT,GL5,LAKE,GL5_1W,2018-07-31,Trichoptera,glossomatidae,NaN,0
NWT,GL5,LAKE,GL5_2E,2018-07-31,Trichoptera,glossomatidae,NaN,0
NWT,GL5,INLET,GL5_3IN,2018-07-31,Trichoptera,glossomatidae,NaN,0
NWT,GL5,OUTLET,GL5_4OUT,2018-07-31,Trichoptera,glossomatidae,NaN,0
NWT,GL5,LAKE,GL5_1W,2018-07-31,Trichoptera,leptoceridae,NaN,0
NWT,GL5,LAKE,GL5_2E,2018-07-31,Trichoptera,leptoceridae,NaN,0
NWT,GL5,INLET,GL5_3IN,2018-07-31,Trichoptera,leptoceridae,NaN,0
NWT,GL5,OUTLET,GL5_4OUT,2018-07-31,Trichoptera,leptoceridae,NaN,0
NWT,GL5,LAKE,GL5_1W,2018-07-31,Trichoptera,rhyacophilidae,rhyacophila,0
NWT,GL5,LAKE,GL5_2E,2018-07-31,Trichoptera,rhyacophilidae,rhyacophila,0
NWT,GL5,INLET,GL5_3IN,2018-07-31,Trichoptera,rhyacophilidae,rhyacophila,0
NWT,GL5,OUTLET,GL5_4OUT,2018-07-31,Trichoptera,rhyacophilidae,rhyacophila,0
NWT,ALB,LAKE,ALB_1W,2018-08-02,Amphipoda,gammaridae,NaN,0
NWT,ALB,LAKE,ALB_2W,2018-08-02,Amphipoda,gammaridae,NaN,0
NWT,ALB,LAKE,ALB_3E,2018-08-02,Amphipoda,gammaridae,NaN,0
NWT,ALB,LAKE,ALB_4E,2018-08-02,Amphipoda,gammaridae,NaN,0
NWT,ALB,INLET,ALB_5IN,2018-08-02,Amphipoda,gammaridae,NaN,0
NWT,ALB,LAKE,ALB_1W,2018-08-02,Coleoptera,dytiscidae,NaN,0
NWT,ALB,LAKE,ALB_2W,2018-08-02,Coleoptera,dytiscidae,NaN,0
NWT,ALB,LAKE,ALB_3E,2018-08-02,Coleoptera,dytiscidae,NaN,0
NWT,ALB,LAKE,ALB_4E,2018-08-02,Coleoptera,dytiscidae,NaN,0
NWT,ALB,INLET,ALB_5IN,2018-08-02,Coleoptera,dytiscidae,NaN,0
NWT,ALB,LAKE,ALB_1W,2018-08-02,Diptera,chironomidae,NaN,62
NWT,ALB,LAKE,ALB_2W,2018-08-02,Diptera,chironomidae,NaN,97
NWT,ALB,LAKE,ALB_3E,2018-08-02,Diptera,chironomidae,NaN,31
NWT,ALB,LAKE,ALB_4E,2018-08-02,Diptera,chironomidae,NaN,115
NWT,ALB,INLET,ALB_5IN,2018-08-02,Diptera,chironomidae,NaN,251
NWT,ALB,LAKE,ALB_1W,2018-08-02,Diptera,simuliidae,NaN,0
NWT,ALB,LAKE,ALB_2W,2018-08-02,Diptera,simuliidae,NaN,0
NWT,ALB,LAKE,ALB_3E,2018-08-02,Diptera,simuliidae,NaN,0
NWT,ALB,LAKE,ALB_4E,2018-08-02,Diptera,simuliidae,NaN,0
NWT,ALB,INLET,ALB_5IN,2018-08-02,Diptera,simuliidae,NaN,0
NWT,ALB,LAKE,ALB_1W,2018-08-02,Ephemeroptera,ameletidae,ameletus,0
NWT,ALB,LAKE,ALB_2W,2018-08-02,Ephemeroptera,ameletidae,ameletus,0
NWT,ALB,LAKE,ALB_3E,2018-08-02,Ephemeroptera,ameletidae,ameletus,1
NWT,ALB,LAKE,ALB_4E,2018-08-02,Ephemeroptera,ameletidae,ameletus,0
NWT,ALB,INLET,ALB_5IN,2018-08-02,Ephemeroptera,ameletidae,ameletus,0
NWT,ALB,LAKE,ALB_1W,2018-08-02,Ephemeroptera,baetidae,NaN,1
NWT,ALB,LAKE,ALB_2W,2018-08-02,Ephemeroptera,baetidae,NaN,0
NWT,ALB,LAKE,ALB_3E,2018-08-02,Ephemeroptera,baetidae,NaN,0
NWT,ALB,LAKE,ALB_4E,2018-08-02,Ephemeroptera,baetidae,NaN,0
NWT,ALB,INLET,ALB_5IN,2018-08-02,Ephemeroptera,baetidae,NaN,6
